,Unnamed: 0.1,Unnamed: 0,cancion,danceability,energy,speachiness,acousticness,tempo,artista,imagenes,urlSpot
119,119,119,But Daddy I Love Him,0.521,0.72,0.104,0.384,79.943,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,https://open.spotify.com/album/1Mo4aZ8pdj6L1jx8zSwJnt
120,120,120,Magnetic,0.442,0.593,0.0345,0.793,92.124,The Magnetic Fields,https://i.scdn.co/image/ab67616d0000b2735e7d92681d4891c4b637c630,https://open.spotify.com/album/2GuROKcqyHdpIDcgxml1C7
121,121,121,Push Ups,0.598,0.696,0.112,0.0153,91.057,Drake,https://i.scdn.co/image/ab67616d0000b27384bfd0d363f0179ac7c97fa5,https://open.spotify.com/album/06me0leRR3AuF4IFiEytml
122,122,122,Lose Control,0.596,0.711,0.0379,0.162,159.812,Gavin Adcock,https://i.scdn.co/image/ab67616d0000b27324bd65f4f2105bf477456c86,https://open.spotify.com/album/2XvOroKs4BeolSv59e3tbN
123,123,123,"So Long, London",0.423,0.533,0.322,0.73,160.218,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,https://open.spotify.com/album/1Mo4aZ8pdj6L1jx8zSwJnt
124,124,124,Who’s Afraid of Little Old Me?,0.606,0.338,0.048,0.315,119.88,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb
125,125,125,Guilty as Sin?,0.626,0.428,0.0261,0.607,94.95,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb
126,126,126,The Tortured Poets Department,0.601,0.44,0.0256,0.0442,110.315,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,https://open.spotify.com/album/1Mo4aZ8pdj6L1jx8zSwJnt
127,127,127,My Boy Only Breaks His Favorite Toys,0.796,0.451,0.0317,0.219,120.079,Taylor Swift,https://i.scdn.co/image/ab67616d0000b27346858642aaa0c7ca0d19464a,https://open.spotify.com/album/0rbIid2bMJWR82rWfYFT7p
128,128,128,we can't be friends (wait for your love),0.645,0.646,0.0427,0.0615,115.842,Ariana Grande,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4,https://open.spotify.com/album/5EYKrEDnKhhcNxGedaRQeK
129,129,129,Florida!!! (feat. Florence + The Machine),0.533,0.573,0.138,0.178,150.088,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb
130,130,130,The Smallest Man Who Ever Lived,0.426,0.41,0.0581,0.52,142.377,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,https://open.spotify.com/album/1Mo4aZ8pdj6L1jx8zSwJnt
131,131,131,i like the way you kiss me,0.599,0.946,0.0447,0.000938,151.647,Artemas,https://i.scdn.co/image/ab67616d0000b273e67611dbbf69a90d0b6cb738,https://open.spotify.com/album/5HIWDdg3g9CTOtnevKDl1z
132,132,132,Bling-Bang-Bang-Born,0.853,0.822,0.246,0.0841,157.013,Creepy Nuts,https://i.scdn.co/image/ab67616d0000b2733f6de9c0ca2148edf20daa6b,https://open.spotify.com/album/6M2PMiBa5zM37GQChwBHA6
133,133,133,Get It Sexyy,0.811,0.64,0.274,0.0957,145.031,Sexyy Red,https://i.scdn.co/image/ab67616d0000b273422237a4122460c2fa99c135,https://open.spotify.com/album/3ahxhuhmGJiN0CWLOff9Sw
134,134,134,Saturn,0.131,0.205,0.0387,0.624,146.089,Sleeping At Last,https://i.scdn.co/image/ab67616d0000b273fc702e5800e7482e78b29c48,https://open.spotify.com/album/4D4rqEvVjxiQfN4iTUCiQH
135,135,135,Snooze,0.559,0.551,0.132,0.141,143.008,SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://open.spotify.com/album/07w0rG5TETcyihsEIZR3qG
136,136,136,Fresh Out The Slammer,0.808,0.513,0.678,0.12,106.739,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,https://open.spotify.com/album/1Mo4aZ8pdj6L1jx8zSwJnt
137,137,137,loml,0.83,0.752,0.266,0.0361,124.948,LOCS,https://i.scdn.co/image/ab67616d0000b27310811ea65fadf36bf156bb0d,https://open.spotify.com/album/0ahmOAdDGX9LlKZY4rxHqt
138,138,138,Cruel Summer,0.666,0.871,0.0272,0.27,108.501,Taylor Swift,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq
139,139,139,Last Night,0.489,0.624,0.0278,0.326,90.009,Our Last Night,https://i.scdn.co/image/ab67616d0000b273c8c1af5b8c983986144b6746,https://open.spotify.com/album/20VCNrjlrBIPDZXxQaFEJG
140,140,140,The Alchemy,0.49,0.47,0.21,0.588,78.831,Roc Marciano,https://i.scdn.co/image/ab67616d0000b27330a379961d4bb2ca92652380,https://open.spotify.com/album/1G0ESeSyFudOH7k6xzfreh
141,141,141,Stick Season,0.664,0.5,0.0651,0.799,117.896,Noah Kahan,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918,https://open.spotify.com/album/50ZenUP4O2Q5eCy2NRNvuz
142,142,142,幾億光年,0.444,0.684,0.027,0.00448,96.225,Omoinotake,https://i.scdn.co/image/ab67616d0000b2738b7a8c1322028d45a8355f7a,https://open.spotify.com/album/6lVM8WvZY6lpBO9zrBRnE9
143,143,143,CARNIVAL,0.594,0.811,0.159,0.189,148.144,¥$,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,https://open.spotify.com/album/30zwjSQEodaUXCn11nmiVF
144,144,144,I Can Fix Him (No Really I Can),0.661,0.257,0.045,0.768,106.896,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb
145,145,145,Wanna Be (with Megan Thee Stallion),0.919,0.629,0.376,0.0226,135.05,GloRilla,https://i.scdn.co/image/ab67616d0000b2731424f8400ef9989ab88dae2a,https://open.spotify.com/album/06VGCe5MitPzT9VuqH4u1C
146,146,146,ライラック,0.511,0.924,0.0584,0.00269,135.027,美波,https://i.scdn.co/image/ab67616d0000b27374b26f95618f8fb986a3ad36,https://open.spotify.com/album/6R5yCaIbIwK9IQJErCb0FV
147,147,147,Whatever She Wants,0.803,0.512,0.066,0.128,96.02,Bryson Tiller,https://i.scdn.co/image/ab67616d0000b2731aba7b448d35bd576ceac182,https://open.spotify.com/album/60s0PMYFJhe34io9HuyUXf
148,148,148,Training Season,0.812,0.587,0.0477,0.0349,123.041,Dua Lipa,https://i.scdn.co/image/ab67616d0000b273790260cc86fd7b2678bb204d,https://open.spotify.com/album/3sqC2sXZc0b9r7WM9z3784
149,149,149,Freestyle,0.887,0.52,0.296,0.00158,91.933,TLoc 2730,https://i.scdn.co/image/ab67616d0000b273e6dbf836ed0070d3d3eb8a6c,https://open.spotify.com/album/5H1dKbTO2RB1OHaR3WhwGZ
150,150,150,I Remember Everything (feat. Kacey Musgraves),0.429,0.453,0.0459,0.554,77.639,Zach Bryan,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef,https://open.spotify.com/album/6PbnGueEO6LGodPfvNldYf
151,151,151,Cowgirls (feat. ERNEST),0.621,0.779,0.0361,0.216,172.037,Morgan Wallen,https://i.scdn.co/image/ab67616d0000b2733bdbff2d08c6cd6195513380,https://open.spotify.com/album/08uElKFBFW5Wuab7HvnkAF
152,152,152,imgonnagetyouback,0.653,0.231,0.0367,0.859,84.903,liliane,https://i.scdn.co/image/ab67616d0000b2738df6f85f63dccfc14d76f1ca,https://open.spotify.com/album/7cyLokYFZGKw9HdMqwN8aT
153,153,153,Clara Bow,0.686,0.318,0.0263,0.636,104.088,Taylor Swift,https://i.scdn.co/image/ab67616d0000b273abf999b1d8dee28f00a13a95,https://open.spotify.com/album/3epLvMDhdA1QR3eD7C2sCQ
154,154,154,Yeah Glo!,0.894,0.66,0.33,0.0243,148.072,GloRilla,https://i.scdn.co/image/ab67616d0000b2731da67131f071aa3c7fe13f6e,https://open.spotify.com/album/4C6tr5dhwjMXTLkWL86Rqa
155,155,155,greedy,0.749,0.729,0.0321,0.261,111.004,Tate McRae,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8,https://open.spotify.com/album/3UOV8XvCwMKaATRNXrYCjN
156,156,156,The Black Dog,0.527,0.27,0.038,0.707,154.042,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb
157,157,157,Best I Ever Had,0.395,0.922,0.375,0.19,162.361,Gary Allan,https://i.scdn.co/image/ab67616d0000b273c63b6a31e2aa2b13039f63a7,https://open.spotify.com/album/2f2pU2XjUiqq6qTZjOJgOH
158,158,158,HUMBLE.,0.908,0.621,0.102,0.000282,150.011,Kendrick Lamar,https://i.scdn.co/image/ab67616d0000b273cf69027149c3bb9739c45722,https://open.spotify.com/album/1jA3GponC4Y7FoHaHdqi85
159,159,159,So High School,0.366,0.866,0.0466,0.0274,176.07,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb
160,160,160,Mask Off,0.833,0.434,0.431,0.0102,150.062,Future,https://i.scdn.co/image/ab67616d0000b273e0b64c8be3c4e804abcb2696,https://open.spotify.com/album/17FBoXK1NU2rvJBbzdzw0r
161,161,161,Money Trees,0.716,0.531,0.122,0.0703,71.994,Kendrick Lamar,https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797,https://open.spotify.com/album/6PBZN8cbwkqm1ERj2BGXJ1
162,162,162,TEXAS HOLD 'EM,0.727,0.711,0.078,0.582,110.012,Beyoncé,https://i.scdn.co/image/ab67616d0000b27349188fe723e4734b391f5162,https://open.spotify.com/album/6cBlaud5JVmPjkjxnwIMLx
163,163,163,Thinkin’ Bout Me,0.67,0.711,0.0563,0.536,163.998,rei brown,https://i.scdn.co/image/ab67616d0000b2732e651648db439a9b5995e065,https://open.spotify.com/album/5X7x18kW3mVIvnuNeedM6b
164,164,164,FE!N (feat. Playboi Carti),0.569,0.882,0.06,0.0316,148.038,Travis Scott,https://i.scdn.co/image/ab67616d0000b2739162764a6017634fb155498d,https://open.spotify.com/album/6mpTzL80F11TaeU79loRyJ
165,165,165,Illusion,0.654,0.799,0.124,0.0203,137.993,Dua Lipa,https://i.scdn.co/image/ab67616d0000b273c01fb32d3c89474b4c5d17fd,https://open.spotify.com/album/68mwSgiHv3JF9nrw9feMrt
166,166,166,Austin,0.756,0.672,0.0522,0.464,114.935,Dasha,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb,https://open.spotify.com/album/40HsqPqeSR9Xe3IyAJWr6e
167,167,167,End of Beginning,0.689,0.454,0.0584,0.0351,159.982,Djo,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1,https://open.spotify.com/album/4JDXBZdRPId4devseaAOKH
168,168,168,Cinderella,0.196,0.14,0.0353,0.892,58.637,Patrick Doyle,https://i.scdn.co/image/ab67616d0000b27365c6c451e1ed0d70f0774b24,https://open.spotify.com/album/4MaXQAzgpi1UGNNia9r7fx
169,169,169,Lovin On Me,0.943,0.558,0.0568,0.0026,104.983,Jack Harlow,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8,https://open.spotify.com/album/6VCO0fDBGbRW8mCEvV95af
170,170,170,redrum,0.677,0.628,0.0428,0.0134,76.43,21 Savage,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347,https://open.spotify.com/album/2RRYaYHY7fIIdvFlvgb5vq
171,171,171,Nonstop,0.465,0.745,0.0524,0.000113,141.331,overthxnk,https://i.scdn.co/image/ab67616d0000b273b6dbe7fc7b3d59a2cf90830d,https://open.spotify.com/album/7lBOptUWIkyKLpXgMMp4Sz
172,172,172,Fast Car,0.711,0.292,0.037,0.313,103.951,Tracy Chapman,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1,https://open.spotify.com/album/5Uly85dJHHDfHQCsyUQ8gw
173,173,173,Poetic Justice,0.779,0.572,0.378,0.157,135.956,Kendrick Lamar,https://i.scdn.co/image/ab67616d0000b273d58e537cea05c2156792c53d,https://open.spotify.com/album/3DGQ1iZ9XKUQxAUWjfC34w
174,174,174,Chasin' You,0.631,0.591,0.0277,0.657,97.074,Morgan Wallen,https://i.scdn.co/image/ab67616d0000b273f9f2dda2df2a695b9bad3440,https://open.spotify.com/album/1IR2nlwX6YVTXXeu2qzoWO
175,175,175,Spin You Around (1/24),0.622,0.444,0.027,0.795,141.952,Morgan Wallen,https://i.scdn.co/image/ab67616d0000b27379663e938af7d4dc153da554,https://open.spotify.com/album/0hHXTxICTlnURMkIEfz3It
176,176,176,Wind Up Missin' You,0.756,0.782,0.287,0.304,89.956,PrettiBoiRoq,https://i.scdn.co/image/ab67616d0000b2738dd53da15b55d402dfc3a20e,https://open.spotify.com/album/7xnZ539lh8x6de9jzlpCJp
177,177,177,How Did It End?,0.492,0.379,0.0257,0.785,83.993,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2737b6fda92d5912fef92f373de,https://open.spotify.com/album/7969zwJB8p021EBcCUjsv9
178,178,178,TÚ NAME,0.76,0.747,0.0282,0.0675,128.912,Fuerza Regida,https://i.scdn.co/image/ab67616d0000b273abc2d11a541fa61795691697,https://open.spotify.com/album/5WPTc1Xa8REVDQ5YazhNgv
179,179,179,晩餐歌,0.649,0.641,0.0251,0.433,102.983,DIFA,https://i.scdn.co/image/ab67616d0000b27355e029fef14405c5d536453b,https://open.spotify.com/album/0i4V6w1zpf6CFXSS67cyfQ
180,180,180,The Prophecy,0.421,0.525,0.0472,0.825,167.927,Howard Shore,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb
181,181,181,Bank Account,0.884,0.347,0.35,0.015,75.016,21 Savage,https://i.scdn.co/image/ab67616d0000b273e5cf9d123cde094ce2151ffe,https://open.spotify.com/album/4OkzFskhch2QTCGh6C9ITR
182,182,182,Sum 2 Prove,0.827,0.552,0.274,0.0169,124.011,Lil Baby,https://i.scdn.co/image/ab67616d0000b273f46a9ad551acbdab8f72fd89,https://open.spotify.com/album/1ynyQdPQiXdYJNQEDL1S3d
183,183,183,Power Trip (feat. Miguel),0.667,0.608,0.216,0.324,99.992,J. Cole,https://i.scdn.co/image/ab67616d0000b273c1bb124f993488cf21b269fc,https://open.spotify.com/album/5FP9keIJnlSCKnkdVOf623
184,184,184,SHEESH,0.85,0.645,0.0502,0.0784,114.967,Rence,https://i.scdn.co/image/ab67616d0000b273b0a4925844ea23a1c1a57d5f,https://open.spotify.com/album/5cEAJJI3lKivMvPwyn43k0
185,185,185,HIGHEST IN THE ROOM,0.598,0.427,0.0317,0.0546,76.469,Travis Scott,https://i.scdn.co/image/ab67616d0000b273e42b5fea4ac4c3d6328b622b,https://open.spotify.com/album/2uDTi1PlpSpvAv7IRAoAEU
186,186,186,Where the Wild Things Are,0.708,0.731,0.0345,0.0189,116.975,Metallica,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1,https://open.spotify.com/album/5Uly85dJHHDfHQCsyUQ8gw
187,187,187,The Albatross,0.352,0.479,0.0583,0.655,172.013,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb
188,188,188,I Hate It Here,0.485,0.562,0.0346,0.717,105.953,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb
189,189,189,God's Plan,0.758,0.452,0.11,0.0322,77.168,Drake,https://i.scdn.co/image/ab67616d0000b273c185e37be2a06b5c6f2dc704,https://open.spotify.com/album/42wvKYHFezpmDuAP43558f
190,190,190,Houdini,0.744,0.789,0.059,0.0036,116.985,Dua Lipa,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af,https://open.spotify.com/album/5pTaRVLwZOFObIbRBubmeb
191,191,191,thanK you aIMee,0.768,0.494,0.0442,0.0531,126.289,Grailz Beni,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb
192,192,192,Whiskey Glasses,0.65,0.845,0.0499,0.014,123.038,Morgan Wallen,https://i.scdn.co/image/ab67616d0000b273f9f2dda2df2a695b9bad3440,https://open.spotify.com/album/1IR2nlwX6YVTXXeu2qzoWO
193,193,193,WAIT FOR U (feat. Drake & Tems),0.505,0.536,0.156,0.0756,84.755,Future,https://i.scdn.co/image/ab67616d0000b2738f357d2e97fed0265106a502,https://open.spotify.com/album/4WgEUAbA3elrKKvTh1jjM3
194,194,194,Low Down,0.962,0.619,0.405,0.0354,127.956,Lil Baby,https://i.scdn.co/image/ab67616d0000b27376a4577dd654bf457a4ad1f8,https://open.spotify.com/album/6uhEg4ASZYLIilZFCBFy1r
195,195,195,Passionfruit,0.809,0.463,0.0396,0.256,111.98,Drake,https://i.scdn.co/image/ab67616d0000b273b5e29a4897d7cce79673910a,https://open.spotify.com/album/4dvkEfxroInqojJWP06R2V
196,196,196,Stick Talk,0.729,0.672,0.282,0.0265,159.903,Future,https://i.scdn.co/image/ab67616d0000b273b2592bea12d840fd096ef965,https://open.spotify.com/album/0fUy6IdLHDpGNwavIlhEsl
197,197,197,"Bitch, Don’t Kill My Vibe",0.587,0.698,0.0943,0.0152,133.954,Kendrick Lamar,https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797,https://open.spotify.com/album/6PBZN8cbwkqm1ERj2BGXJ1
198,198,198,LOVE. FEAT. ZACARI.,0.8,0.585,0.0924,0.264,126.058,Kendrick Lamar,https://i.scdn.co/image/ab67616d0000b2739e5a358edfeb737f420b3776,https://open.spotify.com/album/17Cq84vHnwuiTdVUc5DBGg
199,199,199,Madonna,0.905,0.492,0.0595,0.0149,110.017,Madonna,https://i.scdn.co/image/ab67616d0000b2736b44fa8f5415cc4c945117be,https://open.spotify.com/album/43lok9zd7BW5CoYkXZs7S0
200,200,200,Entre las de 20,0.774,0.736,0.0452,0.0933,135.788,Bizarrap,https://i.scdn.co/image/ab67616d0000b273c06bfabb9334ac12ebd8d15c,https://open.spotify.com/album/0teu3BYgtk8WuPBZWeDVN6
201,201,201,Si No Quieres No,0.786,0.786,0.0512,0.445,100.123,Luis R Conriquez,https://i.scdn.co/image/ab67616d0000b2735c7365ca8cfaf7d80136c656,https://open.spotify.com/album/6WkOBnYkj6y5iSr14uhUZF
202,202,202,Vicio Duro,0.779,0.576,0.0381,0.311,119.981,Adverzo,https://i.scdn.co/image/ab67616d0000b2739ab47ff981bc20280ce9c0f0,https://open.spotify.com/album/5i2uC3kpJdvOoo5VhpKlEv
203,203,203,"Natanael Cano: Bzrp Music Sessions, Vol. 59",0.671,0.8,0.0695,0.0595,166.9,Bizarrap,https://i.scdn.co/image/ab67616d0000b273ce50ef036ef899baff9eb8b2,https://open.spotify.com/album/7kzmadmAbWRPtLbpQveynY
204,204,204,Y LLORO,0.728,0.589,0.0376,0.424,77.475,Junior H,https://i.scdn.co/image/ab67616d0000b273f3ba6742a35f111aaea1ca2f,https://open.spotify.com/album/7Lv6VzSqIz1sAssK2JUskG
205,205,205,Brillarosa,0.771,0.782,0.0341,0.305,125.027,Fuerza Regida,https://i.scdn.co/image/ab67616d0000b273abc2d11a541fa61795691697,https://open.spotify.com/album/5WPTc1Xa8REVDQ5YazhNgv
206,206,206,300 Noches,0.795,0.781,0.0812,0.296,124.133,Jorge Quintero,https://i.scdn.co/image/ab67616d0000b2734c330c8d739522364f1e67cd,https://open.spotify.com/album/1eXnHv9p2TLAg1X4LoFTml
207,207,207,Sola Va A Caer,0.88,0.689,0.118,0.166,115.959,Anthony Ready & Yeigo,https://i.scdn.co/image/ab67616d0000b2733cb6944a0ece94b218de1f41,https://open.spotify.com/album/2TrREv0DQ56tRg0CAqWvdg
208,208,208,El Boss,0.777,0.535,0.0559,0.0661,132.272,Gabito Ballesteros,https://i.scdn.co/image/ab67616d0000b273511ab9ca638321d69bb2bbe8,https://open.spotify.com/album/6yeUuq8mHmEXuRe4KUiCKk
209,209,209,EXCESOS,0.742,0.873,0.0519,0.172,128.053,Sebastian Esquivel,https://i.scdn.co/image/ab67616d0000b2733e99ee5e0941b055267d9857,https://open.spotify.com/album/2j9oqldlB7MHc3MTjV3YSb
210,210,210,Elvira,0.76,0.711,0.0646,0.0812,128.134,Oscar Maydon,https://i.scdn.co/image/ab67616d0000b273ce1080453dcd330ce552acb4,https://open.spotify.com/album/5B089xYxcKyuZOE2B9jj1J
211,211,211,La Torre,0.182,0.114,0.0348,0.974,69.665,Vizkel,https://i.scdn.co/image/ab67616d0000b273a181306e44fc25b48f4a3e39,https://open.spotify.com/album/6HvpgqHcpyXzAdNIioqIoq
212,212,212,ADIVINO,0.786,0.854,0.0741,0.169,117.994,Tomaso Albinoni,https://i.scdn.co/image/ab67616d0000b273b41f34aa51be675c5cfd3d94,https://open.spotify.com/album/3sRyLQf04m9vm40JNRFiCl
213,213,213,Que Onda,0.808,0.944,0.0408,0.183,124.934,Calle 24,https://i.scdn.co/image/ab67616d0000b273c8fd4190e32eed2dfcd00f66,https://open.spotify.com/album/4x6cjOcVz44aiLSOHCLKPd
214,214,214,Santa,0.89,0.281,0.3,0.471,149.984,Big Canttiggity,https://i.scdn.co/image/ab67616d0000b2735d6b4dd20d3cac5dd8898fdc,https://open.spotify.com/album/6BVOh7BXvokuMJ0KzbGuOB
215,215,215,LADY GAGA,0.502,0.761,0.0389,0.47,164.784,Grupo Viada,https://i.scdn.co/image/ab67616d0000b273d4167c7960c4ce59e94f048a,https://open.spotify.com/album/7d7tUVkAPsdWefNxbbXKij
216,216,216,MÏA,0.84,0.762,0.226,0.00736,99.987,Jennifer Lopez,https://i.scdn.co/image/ab67616d0000b273d5cf73c1679244d959651dff,https://open.spotify.com/album/7pJj6tOX5HCBaYfLPiHfDn
217,217,217,RUBICON,0.868,0.745,0.268,0.187,139.9,Peso Pluma,https://i.scdn.co/image/ab67616d0000b273a77d3ce5ce2eae6ab2f6fdf1,https://open.spotify.com/album/7oZCcoo9I1yRw2GEnYxjJ7
218,218,218,BARBIEZ,0.62,0.738,0.0292,0.00879,127.982,Barbie,https://i.scdn.co/image/ab67616d0000b2732b9c6c3e7cf11cb8bc111e70,https://open.spotify.com/album/1jzz0i9Fk2658tlAkCi7of
219,219,219,La Diabla,0.751,0.819,0.0409,0.255,131.842,Xavi,https://i.scdn.co/image/ab67616d0000b2731501c770de50a22b25d67611,https://open.spotify.com/album/2IoSjweCu07y9mv5H1Cj3v
220,220,220,Don Dimadon,0.858,0.811,0.187,0.015,121.976,Remp,https://i.scdn.co/image/ab67616d0000b2738f85a0a31e109960b8b44559,https://open.spotify.com/album/3AL6ynr4iZhCbOHO3XzLtA
221,221,221,LUNA,0.704,0.433,0.196,0.0708,113.943,5l33p,https://i.scdn.co/image/ab67616d0000b273a9fe6d4c71d43e1f35be4dc1,https://open.spotify.com/album/2aT5SrvOX6uWaceA8mATsB
222,222,222,LA PEOPLE II,0.823,0.785,0.0542,0.296,131.849,Peso Pluma,https://i.scdn.co/image/ab67616d0000b273875bdac2781e7f3ca184fd79,https://open.spotify.com/album/67Du1rWhFRsimuZD0Vstj4
223,223,223,Corazón de Piedra,0.834,0.763,0.0835,0.0354,134.844,Xavi,https://i.scdn.co/image/ab67616d0000b273572e681dcdb302d7625b08c7,https://open.spotify.com/album/34jqKGS3XSMznpvtCwh9so
224,224,224,HARLEY QUINN,0.793,0.761,0.11,0.067,125.045,Fuerza Regida,https://i.scdn.co/image/ab67616d0000b2733cac6be4870eed5429b98a31,https://open.spotify.com/album/6BpbaxnD9tN5sZTmEkmLh3
225,225,225,En Terapia,0.743,0.893,0.0589,0.136,94.044,stivijoes,https://i.scdn.co/image/ab67616d0000b27364d474bc58a5f121b06576c4,https://open.spotify.com/album/6Kppd5kRaSfosl6UFXJqjC
226,226,226,Mas Altas Que Bajadas,0.577,0.573,0.156,0.00561,181.072,Natanael Cano,https://i.scdn.co/image/ab67616d0000b273e2e093427065eaca9e2f2970,https://open.spotify.com/album/507VZINfvVEAyrcPbJuOVU
227,227,227,SABOR FRESA,0.778,0.864,0.0907,0.0898,130.17,Fuerza Regida,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe,https://open.spotify.com/album/3zu0hJJew2qXZNlselIQk8
228,228,228,Un Desperdicio,0.764,0.668,0.101,0.143,148.055,DJnando3,https://i.scdn.co/image/ab67616d0000b2734cc96ed1e38fa517608c2fb0,https://open.spotify.com/album/0SoJvPHbKVhvmVJOp3kzp3
229,229,229,ATEO,0.772,0.807,0.519,0.00391,83.828,Atmosphere,https://i.scdn.co/image/ab67616d0000b2733d37c7f824d858837aa05264,https://open.spotify.com/album/1ZJLxfZv7wJ7kpugXAmTNu
230,230,230,"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)",0.767,0.72,0.0659,0.0877,139.995,Sevdaliza,https://i.scdn.co/image/ab67616d0000b27314c2bc6e79b87f232c38b547,https://open.spotify.com/album/0KSwPzRWwU14SH8QUCwfM0
231,231,231,Pacas De Billetes,0.718,0.726,0.0403,0.0889,142.986,Natanael Cano,https://i.scdn.co/image/ab67616d0000b273e2e093427065eaca9e2f2970,https://open.spotify.com/album/507VZINfvVEAyrcPbJuOVU
232,232,232,LA PEOPLE,0.823,0.785,0.0542,0.296,131.849,''El Obama'' Carlos Anderson,https://i.scdn.co/image/ab67616d0000b273ced7f4d521cadc09edca849d,https://open.spotify.com/album/0YEZn03OC5hdFyZoi0upuU
233,233,233,DEJA VU,0.723,0.618,0.0398,0.0148,127.989,Thouxanbanfauni,https://i.scdn.co/image/ab67616d0000b2735cfae55e2ee292ad59ac53f3,https://open.spotify.com/album/3ErJTcUCdhLkXikZbQ10UQ
234,234,234,LOU LOU,0.739,0.579,0.0509,0.0622,130.002,Gabito Ballesteros,https://i.scdn.co/image/ab67616d0000b27338c5b1d6170ff3120bbbaf42,https://open.spotify.com/album/1sHlTAYqr45xrIUxcDrkmn
235,235,235,Moscow Mule,0.493,0.963,0.0638,2.25E-05,147.992,Autoheart,https://i.scdn.co/image/ab67616d0000b2731cac138cde26f65cfc56adc0,https://open.spotify.com/album/5ghZK3FUJXhNJR5Haf6koU
236,236,236,UNA CERVEZA,0.725,0.801,0.0372,0.0333,135.162,Fuerza Regida,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe,https://open.spotify.com/album/3zu0hJJew2qXZNlselIQk8
237,237,237,todo,0.848,0.895,0.241,0.0309,125.024,DJs From Mars,https://i.scdn.co/image/ab67616d0000b27328e1cf0bd148953fc68db6a6,https://open.spotify.com/album/0TpJOlniJE0sM9JLqCScuh
238,238,238,BELLAKEO,0.72,0.88,0.101,0.0562,180.011,Peso Pluma,https://i.scdn.co/image/ab67616d0000b2736601556a0f7c0b54ded13c9d,https://open.spotify.com/album/3VLY9g3CAG1Y5r2eGVEaZ0
