,Unnamed: 0.1,Unnamed: 0,cancion,danceability,energy,speachiness,acousticness,tempo,artista,imagenes,urlSpot
239,239,239,TQM,0.388,0.648,0.038,0.116,163.861,Tame Impala,https://i.scdn.co/image/ab67616d0000b27358267bd34420a00d5cf83a49,https://open.spotify.com/album/31qVWUdRrlb8thMvts0yYL
240,240,240,Diamantes,0.662,0.759,0.0353,0.389,92.438,Natanael Cano,https://i.scdn.co/image/ab67616d0000b2738ba65480eb96fff16634644c,https://open.spotify.com/album/4TATXEH2tnZVTqlyURoWUR
241,241,241,Soy especial y ellos pa' pasar el rato,0.554,0.437,0.0853,0.705,138.382,Josh,https://i.scdn.co/image/ab67616d0000b2731bd552c567d19fe772a0070d,https://open.spotify.com/album/6R68KRFGI6fppn9hU54Tm2
242,242,242,La Víctima,0.778,0.835,0.0767,0.152,140.082,Xavi,https://i.scdn.co/image/ab67616d0000b2730e8dc9720dd03d86627fa54b,https://open.spotify.com/album/30KJEN3ICjhYsZ1NgunRCr
243,243,243,FARDOS,0.785,0.897,0.0332,0.14,121.982,JC Reyes,https://i.scdn.co/image/ab67616d0000b273f9eab1bb8e3d40134c71c68e,https://open.spotify.com/album/5zuOVlAiY3xuuG8l40gJKj
244,244,244,YW&F - Versión Reggaeton,0.7,0.608,0.0471,0.184,98.033,Oscar Maydon,https://i.scdn.co/image/ab67616d0000b27380c0cca1f04f91858a72ed09,https://open.spotify.com/album/5MmiVlJJBI7hSd5QQIlHUT
245,245,245,SSS y no la de balvin,0.718,0.711,0.11,0.157,173.916,Sammer,https://i.scdn.co/image/ab67616d0000b273734b36a0655aae40d78d70f4,https://open.spotify.com/album/4cGc9Eeb3Gjff2Aq5ILLEf
246,246,246,ROCKSTAR,0.688,0.466,0.0641,0.29,76.005,<3BEAT,https://i.scdn.co/image/ab67616d0000b2730f3509cd0c8d147aa9f978eb,https://open.spotify.com/album/2Csit9Kx4c6p4lHSN16h12
247,247,247,PRC,0.419,0.731,0.0745,0.0762,140.983,N.E.R.D,https://i.scdn.co/image/ab67616d0000b2738d0fa8db33069b60b65ab9a6,https://open.spotify.com/album/1DDsclE9PANAkXHyNjlDI4
248,248,248,A Puro Dolor,0.743,0.634,0.0334,0.0632,129.888,Gabito Ballesteros,https://i.scdn.co/image/ab67616d0000b273c5f0277555a99f3816865a00,https://open.spotify.com/album/54bkVDCc7dG3QpIvFePi4a
249,249,249,Bailando,0.807,0.644,0.0308,0.669,130.015,Lirow,https://i.scdn.co/image/ab67616d0000b273599bc2cf362460b51a65bae9,https://open.spotify.com/album/2tLJyKsJrOsDZ9E701f3cf
250,250,250,Proyecto X,0.796,0.55,0.0746,0.137,127.982,Gabito Ballesteros,https://i.scdn.co/image/ab67616d0000b273345f15a9156e7babfb06eedb,https://open.spotify.com/album/26bEhG1sClXny7YvN4eRxs
251,251,251,Tipo Gatsby,0.563,0.84,0.0309,0.021,125.613,Oscar Maydon,https://i.scdn.co/image/ab67616d0000b27376a1666b404e40399c6ea420,https://open.spotify.com/album/6xjZhkCHkn0ofe7rjDImDQ
252,252,252,Igual Que Un Ángel (with Peso Pluma),0.693,0.0972,0.0367,0.806,84.989,LatinoFi,https://i.scdn.co/image/ab67616d0000b2731137c48acc0c8b633fc0e7ab,https://open.spotify.com/album/5Hb7xpaGpJkplRzkUGj2eE
253,253,253,Bendecida,0.67,0.476,0.0333,0.0117,110.948,Harshal,https://i.scdn.co/image/ab67616d0000b2733415002c61a4cb2ed9ad3e85,https://open.spotify.com/album/6eGR4e3NzWfLGhzW6qQQ4z
254,254,254,El Azul,0.561,0.643,0.054,0.232,143.907,Junior H,https://i.scdn.co/image/ab67616d0000b27333ed356efed99b158c4267c6,https://open.spotify.com/album/2szyIt0ulaHnKxxyrlUCDB
255,255,255,Regalo De Dios,0.792,0.516,0.027,0.197,108.939,Julión Álvarez y su Norteño Banda,https://i.scdn.co/image/ab67616d0000b27301b15b3f93799c1823cde7bd,https://open.spotify.com/album/0JoUcdNtc8iAKHGFj7Ppf9
256,256,256,Ojitos Lindos,0.647,0.686,0.0413,0.08,79.928,Bad Bunny,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,https://open.spotify.com/album/3RQQmkQEvNCY4prGKE6oc5
257,257,257,FLASHES,0.839,0.83,0.0479,0.363,117.997,Milky Chance,https://i.scdn.co/image/ab67616d0000b273149900a965e7e59b934b1346,https://open.spotify.com/album/3IBpDDmjwmFBlCRzFLXcFX
258,258,258,Efecto,0.801,0.475,0.0516,0.141,98.047,Bad Bunny,https://i.scdn.co/image/ab67616d0000b273b442c764549fd5fa1728a2e8,https://open.spotify.com/album/25FCfNQGfRwwAVCOfIm9yy
259,259,259,Vete,0.462,0.421,0.0496,0.979,184.006,Los Bukis,https://i.scdn.co/image/ab67616d0000b273d63ce58d484ba7df95cab6e9,https://open.spotify.com/album/2K6lStQIEWn0EC6RSGFV4H
260,260,260,GTA,0.817,0.505,0.319,0.123,76.991,Ginger Billy,https://i.scdn.co/image/ab67616d0000b27356f5359eb516612c0751c704,https://open.spotify.com/album/4SU4dwYwIClnVv2ZTUeqpd
261,261,261,A 200,0.573,0.716,0.27,0.409,131.781,Ricchie,https://i.scdn.co/image/ab67616d0000b2730a01ac2d378287bb2fc2c51c,https://open.spotify.com/album/0c0HSLNtYbgOEOtHdUr70D
262,262,262,Brillo,0.771,0.782,0.0341,0.305,125.027,Natanael Cano,https://i.scdn.co/image/ab67616d0000b273e86670a75a657f1c7b492a9f,https://open.spotify.com/album/2irmTvrbuG1ox2Qa6R8J1L
263,263,263,QLONA,0.854,0.374,0.303,0.211,99.978,ILUMINADO DJ,https://i.scdn.co/image/ab67616d0000b2738362998e252882ae690ce0fd,https://open.spotify.com/album/6wh8mEf2TjeE0BONey62le
264,264,264,O Me Voy O Te Vas,0.684,0.509,0.0397,0.076,99.24,Natanael Cano,https://i.scdn.co/image/ab67616d0000b273c1814d19b44c5e9df7ef33bd,https://open.spotify.com/album/4oMV5zQlFluZYsbw1knD97
265,265,265,FoNo,0.747,0.126,0.79,0.716,94.466,Foo Fighters,https://i.scdn.co/image/ab67616d0000b2732546fe9388054cbc3ec5e573,https://open.spotify.com/album/4Sb67WEPsYgQxd7GItaAtI
266,266,266,Mente Positiva,0.576,0.604,0.047,0.27,99.746,Junior H,https://i.scdn.co/image/ab67616d0000b2739c076fb69a52578d6441d57e,https://open.spotify.com/album/4UmrKzDJX0agxs2VF9lkaF
267,267,267,$AD BOYZ II,0.548,0.591,0.0592,0.399,83.411,Junior H,https://i.scdn.co/image/ab67616d0000b273f3ba6742a35f111aaea1ca2f,https://open.spotify.com/album/7Lv6VzSqIz1sAssK2JUskG
268,268,268,Morritas,0.675,0.611,0.0261,0.593,95.074,Natanael Cano,https://i.scdn.co/image/ab67616d0000b273c94f875eb6edb81631df459a,https://open.spotify.com/album/4rl0XbWJhc8ZD2aTPwo7a7
269,269,269,LOCO CON CHOCARTE,0.708,0.54,0.251,0.0138,172.094,Mosby,https://i.scdn.co/image/ab67616d0000b2731d8038661d846c9acc7b4ec4,https://open.spotify.com/album/6zUhLURr78meSu0i3yELFL
270,270,270,Jálale alv,0.899,0.7,0.11,0.218,134.831,Bb trickz,https://i.scdn.co/image/ab67616d0000b2733a5fe86e21b20c4e94806bfa,https://open.spotify.com/album/2fg0Ah2oDL1ne1zECvOdPY
271,271,271,Primera Cita,0.536,0.396,0.0687,0.604,157.846,Carin Leon,https://i.scdn.co/image/ab67616d0000b273daf12ebec7ae15f8322e1e5e,https://open.spotify.com/album/6TsExCpZJTDj7Fd0ez2knv
272,272,272,Ch y la Pizza,0.628,0.668,0.117,0.329,148.746,Fuerza Regida,https://i.scdn.co/image/ab67616d0000b273cdbbe3160616f7c85e2eb2c8,https://open.spotify.com/album/7idxAlo8GuUKWV7RhOlptp
273,273,273,Cherokee,0.424,0.0169,0.0438,0.993,132.176,Andy Luma,https://i.scdn.co/image/ab67616d0000b273c3329857ffc39ee6c363ba28,https://open.spotify.com/album/5tlafy4PFxdDv5vxuXNlDR
274,274,274,Como Jordan,0.714,0.873,0.0311,0.028,112.503,Junior H,https://i.scdn.co/image/ab67616d0000b273f0aa183c41ae765922dc9eb7,https://open.spotify.com/album/3ind4Ir3JMazCITxWQajDb
275,275,275,DILUVIO,0.9,0.648,0.162,0.4,91.992,Jeeiph,https://i.scdn.co/image/ab67616d0000b27372577384594bab3ece185a4f,https://open.spotify.com/album/5BJStj50h4eSQddKgwQEll
276,276,276,Tití Me Preguntó,0.858,0.945,0.0387,0.288,127.989,Alar3,https://i.scdn.co/image/ab67616d0000b27339c712a46e4027cb998363fc,https://open.spotify.com/album/0nUv2ull7WTnKNEpKUD8eM
277,277,277,Oscuridad,0.731,0.658,0.0343,0.0769,109.982,Jasper,https://i.scdn.co/image/ab67616d0000b273d0c660bb58acd5088616e8eb,https://open.spotify.com/album/1gMMQz8HLNKXfnbvzmhPFV
278,278,278,Fin de Semana,0.699,0.541,0.0826,0.0628,98.395,Oscar Maydon,https://i.scdn.co/image/ab67616d0000b2739b7e1ea3815a172019bc5e56,https://open.spotify.com/album/366AAoKCXunrJSqKqZuafy
279,279,279,PERRO NEGRO,0.873,0.53,0.203,0.526,94.978,Super ShanJo,https://i.scdn.co/image/ab67616d0000b2739699b22567e0666f2547d452,https://open.spotify.com/album/1lvNTcLMlZrYggVnDt6KqV
280,280,280,Lalalalalá,0.948,0.579,0.0928,0.13,121.999,MIKOLAS,https://i.scdn.co/image/ab67616d0000b27340727a5713448b5d0ad22f0a,https://open.spotify.com/album/5Z7s0szSd5N5sMh1Zyq81Y
281,281,281,CRAZYZ,0.809,0.849,0.0738,0.251,126,Fuerza Regida,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe,https://open.spotify.com/album/3zu0hJJew2qXZNlselIQk8
282,282,282,Apaga El Cel,0.842,0.445,0.0698,0.0349,99.988,Filtramusic,https://i.scdn.co/image/ab67616d0000b273e82f6c1bd7b7222daf3fa6ce,https://open.spotify.com/album/5Isy5T3w9NjggarK5RxrQZ
283,283,283,Me Porto Bonito,0.885,0.732,0.0687,0.0638,97.004,ILUMINADO DJ,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,https://open.spotify.com/album/3RQQmkQEvNCY4prGKE6oc5
284,284,284,PALETA,0.782,0.798,0.219,0.0815,175.917,Sam Baby,https://i.scdn.co/image/ab67616d0000b273a984d155e786b64360951d4b,https://open.spotify.com/album/3ZzpWXQBa6jvIMh3H79Dha
285,285,285,Selfies,0.782,0.722,0.0309,0.783,133.826,Natanael Cano,https://i.scdn.co/image/ab67616d0000b2733891d02ec1365af117584de3,https://open.spotify.com/album/3OeA4rJ9XJNAygyNyTc2sI
286,286,286,Igualito a Mi Apá,0.758,0.812,0.0854,0.188,144.908,Fuerza Regida,https://i.scdn.co/image/ab67616d0000b273b5f5b8c4e3540923c0fa1530,https://open.spotify.com/album/6dDLTrADmzUlLg6UdubCbz
287,287,287,ROMPECABEZAS,0.742,0.887,0.0313,0.0264,119.989,YACO BEATS,https://i.scdn.co/image/ab67616d0000b273d3aae0f5558f3914e17667d9,https://open.spotify.com/album/62NgobeyxKnouiKINZswEI
288,288,288,EL AMOR DE SU VIDA,0.616,0.834,0.0664,0.06,151.701,Grupo Frontera,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae,https://open.spotify.com/album/5i9lMMUZ1QZNsLEE3j50kT
289,289,289,Mi Bello Angel,0.807,0.665,0.0497,0.0185,127.909,Natanael Cano,https://i.scdn.co/image/ab67616d0000b273e2e093427065eaca9e2f2970,https://open.spotify.com/album/507VZINfvVEAyrcPbJuOVU
290,290,290,ELOVRGA,0.808,0.454,0.0434,0.124,130.025,Gerry Garcia,https://i.scdn.co/image/ab67616d0000b273af2631863b091c4662746a56,https://open.spotify.com/album/79aFO3Iefv9rYoBulByzB3
291,291,291,Guayani,0.566,0.765,0.293,0.144,82.621,Merse,https://i.scdn.co/image/ab67616d0000b2737c2bd190a9d8ef06c140df94,https://open.spotify.com/album/7pvmKLTH2yjUAC44iVikgT
292,292,292,Alucin,0.787,0.769,0.0335,0.00331,128,Eugenio Esquivel,https://i.scdn.co/image/ab67616d0000b273086a84a764dc341262487967,https://open.spotify.com/album/6tPNZ9sIL1aQUooAlItmCB
293,293,293,Dile a El,0.818,0.697,0.0367,0.295,126.966,El Chaval de la Bachata,https://i.scdn.co/image/ab67616d0000b2733926e048d839e1173fe17326,https://open.spotify.com/album/3fq06DDIkadDRB9RuBb22v
294,294,294,Yonaguni,0.653,0.139,0.0348,0.916,80.011,Sunday Without You,https://i.scdn.co/image/ab67616d0000b2738edc6a92ed111912c2dd0dda,https://open.spotify.com/album/0bBDXJUNhgX3X04RUh7sJP
295,295,295,120,0.707,0.341,0.935,0.278,133.7,Matthias Ernst,https://i.scdn.co/image/ab67616d0000b2733f61e22d1f51294577774741,https://open.spotify.com/album/33h43uZPATiOstZijtregL
296,296,296,Blame Brett,0.461,0.874,0.046,0.00364,156.023,The Beaches,https://i.scdn.co/image/ab67616d0000b273b031aad441b2c4eb2efadf7c,https://open.spotify.com/album/1a5idDFSq90ej8CzQC7YDc
297,297,297,Creeper,0.514,0.603,0.0249,0.0254,90.989,Creeper Lagoon,https://i.scdn.co/image/ab67616d0000b273276f184287084a44d36a6a6d,https://open.spotify.com/album/2V4S8ntZSd7ACo2L9QGgCM
298,298,298,BABY SAID,0.622,0.715,0.0323,0.000982,131.012,Måneskin,https://i.scdn.co/image/ab67616d0000b273c1b211b5fcdef31be5f806df,https://open.spotify.com/album/2KUaR4K36tSliwAoUA1gcs
299,299,299,FedEx,0.797,0.644,0.175,0.00881,138.041,Future,https://i.scdn.co/image/ab67616d0000b273e0b64c8be3c4e804abcb2696,https://open.spotify.com/album/17FBoXK1NU2rvJBbzdzw0r
300,300,300,LosT,0.632,0.613,0.056,0.877,163.149,Miso,https://i.scdn.co/image/ab67616d0000b2731e13a2558a86ef8479468782,https://open.spotify.com/album/2SQRi7wjf5D6MLkHDaEVRC
301,301,301,Marvin Lee,0.492,0.26,0.0921,0.646,111.519,Drake,https://i.scdn.co/image/ab67616d0000b273c7ea04a9b455e3f68ef82550,https://open.spotify.com/album/6X1x82kppWZmDzlXXK3y3q
302,302,302,Run it Up,0.867,0.591,0.128,0.172,148.007,YoungBoy Never Broke Again,https://i.scdn.co/image/ab67616d0000b2738cfc9480119727192bde23af,https://open.spotify.com/album/1xFoRn9DxZXwPjEdGnw800
303,303,303,State Of Mind,0.669,0.835,0.0352,0.0118,126.022,Duke & Jones,https://i.scdn.co/image/ab67616d0000b27327475b105a35b8b15a7410cc,https://open.spotify.com/album/3tqijD8XuF8D6bJ9GWV6IN
304,304,304,Embers,0.262,0.00716,0.0382,0.996,160.852,Wilson Trouvé,https://i.scdn.co/image/ab67616d0000b273f9c78212aa98776a5ca53a3f,https://open.spotify.com/album/7qrMjy81QY0mY6lj6jGcbn
305,305,305,Forgotten One,0.52,0.983,0.0859,0.000971,95.962,mikeeysmind,https://i.scdn.co/image/ab67616d0000b2739c05c8f655b169bedb7501e6,https://open.spotify.com/album/11vcCr84IRwQGCrUxBrYQC
306,306,306,Hanging by a Thread,0.541,0.864,0.0357,0.00118,124.557,Lifehouse,https://i.scdn.co/image/ab67616d0000b273b734c0ec6754439fe457165d,https://open.spotify.com/album/6UKZ16U5PhlxVPSlKHAilp
307,307,307,Lay Me Down,0.418,0.332,0.0492,0.771,119.164,Sam Smith,https://i.scdn.co/image/ab67616d0000b273b11bdc91cb9ac6b14f5c1dae,https://open.spotify.com/album/08jWgM4vSkTose4blKBWov
308,308,308,Straight Shooter,0.612,0.644,0.0288,0.754,119.809,The Mamas & The Papas,https://i.scdn.co/image/ab67616d0000b2732ffab5b5bfbdf1446f793d2c,https://open.spotify.com/album/0CQMTyHzmWKAhY9TV4Zqqc
309,309,309,Revolution,0.408,0.831,0.208,0.0733,121.38,The Beatles,https://i.scdn.co/image/ab67616d0000b2736e3d3c964df32136fb1cd594,https://open.spotify.com/album/1cTeNkeINtXiaMLlashAKs
310,310,310,Soda Fountain,0.947,0.439,0.109,0.183,109.99,Langston Doobs,https://i.scdn.co/image/ab67616d0000b273b7f908e3ed6f358f4b24045d,https://open.spotify.com/album/5kmKjWshMiHRcEl7vZUqug
311,311,311,How It B,0.654,0.479,0.0416,0.0142,75.523,Yeat,https://i.scdn.co/image/ab67616d0000b2733f560650c583444498c214f0,https://open.spotify.com/album/25Uddgldy3slnChqKqHsIM
312,312,312,John Hartleyborne (Must Die),0.556,0.476,0.0257,0.182,93.997,JJ Sterry,https://i.scdn.co/image/ab67616d0000b27380224bb529e07f980fcfc603,https://open.spotify.com/album/5y56xFKo0leMcjWxW34vLR
313,313,313,Who Will Save You Now,0.218,0.462,0.0557,0.39,119.976,Les Friction,https://i.scdn.co/image/ab67616d0000b273261c46c234190bf659c5cfbc,https://open.spotify.com/album/4ajWyQFixuNTiVRrpyZUw2
314,314,314,Reprise,0.595,0.448,0.0267,0.925,120.117,salvia palth,https://i.scdn.co/image/ab67616d0000b2734a82bda3507d50ac3e039bb0,https://open.spotify.com/album/10WzRaNWnFUQNrW2FpqQSQ
315,315,315,Big Blue,0.509,0.458,0.0329,0.869,137.109,Hovvdy,https://i.scdn.co/image/ab67616d0000b2736a3b826e7f659680c6832124,https://open.spotify.com/album/1jEwzUBvIlVPeOfqR3Ghr0
316,316,316,This Love,0.712,0.862,0.0378,0.0525,95.051,Maroon 5,https://i.scdn.co/image/ab67616d0000b27392f2d790c6a97b195f66d51e,https://open.spotify.com/album/5zClcGCSWj926AMjvBNSLc
317,317,317,Guilty,0.566,0.969,0.046,0.0287,100.012,Linkin Park,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,https://open.spotify.com/album/1Mo4aZ8pdj6L1jx8zSwJnt
318,318,318,A Little Bit Happy,0.589,0.685,0.0306,0.363,111.903,TALK,https://i.scdn.co/image/ab67616d0000b27319b0bf263b325f4d71f715ca,https://open.spotify.com/album/1sijQqTWjxFFCYg71WR0oh
319,319,319,I Don't Know,0.673,0.207,0.0857,0.584,90.024,ETHAN S JASSO,https://i.scdn.co/image/ab67616d0000b27322a98872352b714ce791cedc,https://open.spotify.com/album/7jRf9wXhmvHR5bF71eJjvj
320,320,320,Shame,0.714,0.665,0.0381,0.00588,133.805,"Evelyn ""Champagne"" King",https://i.scdn.co/image/ab67616d0000b273b9c5b7de1ecc2022bd4aa1c5,https://open.spotify.com/album/3o75BuQvN7lw4nzrAd8MPz
321,321,321,Resurrection,0.139,0.0484,0.0344,0.103,81.445,Hans Zimmer,https://i.scdn.co/image/ab67616d0000b273166adc280da684b1d54f4126,https://open.spotify.com/album/1PeYjDmxcRNvxLd5mGHuCC
322,322,322,Tough Lover,0.541,0.7,0.279,0.617,94.384,Christina Aguilera,https://i.scdn.co/image/ab67616d0000b273660ee24281a547103f466ff5,https://open.spotify.com/album/6Ad1E9vl75ZB3Ir87zwXIJ
323,323,323,Ocean On The Moon,0.156,0.0155,0.0457,0.985,136.852,Muse K,https://i.scdn.co/image/ab67616d0000b273a7df6eefbc39c53f3cdf1595,https://open.spotify.com/album/1BJWB89RY7AxOmp4trA9Ym
324,324,324,MY HAPPINESS,0.445,0.823,0.0302,0.00163,85.935,Enrose,https://i.scdn.co/image/ab67616d0000b273abe66049af6207db84309980,https://open.spotify.com/album/27K3pQ2xfsOt2seavrVhnB
325,325,325,Pray for You,0.732,0.678,0.0886,0.0867,100.626,The Weeknd,https://i.scdn.co/image/ab67616d0000b27312a76d1b13ef07188f7dfbc9,https://open.spotify.com/album/5L5evi5tJPh8WaEFAQp7Tp
326,326,326,My Eyelash Girl,0.455,0.621,0.0517,0.651,119.043,Travis Scott,https://i.scdn.co/image/ab67616d0000b27312bc68bfeca39fc4457bbed9,https://open.spotify.com/album/76OiTjPkQliYSFEgmfa1xm
327,327,327,Stay Blessed,0.585,0.485,0.431,0.187,77.733,Bryson Tiller,https://i.scdn.co/image/ab67616d0000b273202e628665f6ae3789c998c1,https://open.spotify.com/album/7nn2Iaphg0Vc1NCGULkhVo
328,328,328,Mountain Blue,0.463,0.462,0.0276,0.366,61.548,Trace Mountains,https://i.scdn.co/image/ab67616d0000b273fd073e1c594fc11a1239eb56,https://open.spotify.com/album/3CSfdbNF4caiB2XG2CAzyx
329,329,329,Not Strong Enough,0.502,0.798,0.0414,0.00291,126.976,boygenius,https://i.scdn.co/image/ab67616d0000b2735eff76a50afb7c477e1f1e34,https://open.spotify.com/album/5I3AYgFwAzIQlYM2XImPfb
330,330,330,Looking From a Distance,0.417,0.0909,0.0373,0.959,90.075,Lana Del Rey,https://i.scdn.co/image/ab67616d0000b2735485ea186d6971e18fabcc2f,https://open.spotify.com/album/3vpXJ54S3MXLyzysw8qq7c
331,331,331,God Bless the Irony,0.299,0.422,0.0285,0.0873,67.797,Damedot,https://i.scdn.co/image/ab67616d0000b273cfe3b9117702b68a09e54ca8,https://open.spotify.com/album/5YeR8Om8eLONq8C8pluHn7
332,332,332,Irrational,0.754,0.59,0.046,0.192,147.107,Iration,https://i.scdn.co/image/ab67616d0000b273507687db42c3a9ac52d6ff8c,https://open.spotify.com/album/2cj7tjVe3FsSfTZCKk1jNk
333,333,333,I Am The Shadow,0.467,0.727,0.0724,0.0152,144.202,lxakies,https://i.scdn.co/image/ab67616d0000b27381f40f2c3a0b8bbdab6ffbd3,https://open.spotify.com/album/1WgyLqbTSeqOqn8F027W1b
334,334,334,Nothing To Prove,0.752,0.758,0.114,0.0973,90.493,Jeezy,https://i.scdn.co/image/ab67616d0000b273eda753aad09f1f5ba1b7118c,https://open.spotify.com/album/1MKLofXAlleKOKtg8mGSS7
335,335,335,Bang Bang,0.707,0.752,0.0885,0.269,150.061,Sohodolls,https://i.scdn.co/image/ab67616d0000b27394180fa573d232e5f5e8a23d,https://open.spotify.com/album/4gtCLfuLYyR9FfRsLaMVF7
336,336,336,Doubt,0.699,0.419,0.0328,0.836,105.595,No Doubt,https://i.scdn.co/image/ab67616d0000b27374d6d9af056634cb96a6f5ac,https://open.spotify.com/album/0KFPnm4Ow2L9BuivmWT3pu
337,337,337,Almond Eyes,0.627,0.381,0.174,0.541,129.655,Novaa,https://i.scdn.co/image/ab67616d0000b273e176d35f02422b17da3407a8,https://open.spotify.com/album/6eaw3onrYLNw6mCj4CNkRg
338,338,338,Queen of Hearts,0.658,0.862,0.0535,0.211,169.532,Juice Newton,https://i.scdn.co/image/ab67616d0000b273662ce40b359cf7f6990fbee8,https://open.spotify.com/album/13TOuCZy3QU2Tt1llKPUqc
339,339,339,Lesson in Disappointment,0.612,0.804,0.0543,0.273,80.771,Jo Dee Messina,https://i.scdn.co/image/ab67616d0000b273cefb195c53a73383add7f5f7,https://open.spotify.com/album/1yAkrIyJL8D55sWTjS6U1n
340,340,340,Is Metal,0.35,0.967,0.1,0.000153,153.656,Anvil,https://i.scdn.co/image/ab67616d0000b273f88e03910f94af0d1b14dca8,https://open.spotify.com/album/2l3lL1oX1ejmOfZdDZK47W
341,341,341,Wild,0.889,0.416,0.107,0.224,127.98,Wild Rivers,https://i.scdn.co/image/ab67616d0000b2731ed03f5b06083749733be26a,https://open.spotify.com/album/0OLyRkEk8qQw3z4glKERMm
342,342,342,Boutique Suite in Funky Fitzroy,0.906,0.564,0.0568,0.000928,122.632,Lipps Inc.,https://i.scdn.co/image/ab67616d0000b273266cdaccaaff3351c2fd0ba1,https://open.spotify.com/album/59oVkMMmg1c08oTPy922xu
343,343,343,Let Me In Your Band,0.483,0.795,0.181,0.00258,171.853,ENHYPEN,https://i.scdn.co/image/ab67616d0000b2734a6096741dcf413354a59554,https://open.spotify.com/album/3YxF7jTnpdNepWbO42f8lH
344,344,344,No Ones' Burden,0.313,0.894,0.0294,0.122,149.044,Band of Horses,https://i.scdn.co/image/ab67616d0000b2732b87b0858c3bbf5261698326,https://open.spotify.com/album/0zWsqSsamm615uHbVj7uiZ
345,345,345,Cocaine,0.776,0.582,0.0684,0.331,92.031,Paul Cauthen,https://i.scdn.co/image/ab67616d0000b27345b24451fe5d426052100694,https://open.spotify.com/album/14ilon74nd9ITJ1HmNo8oZ
346,346,346,27,0.681,0.376,0.957,0.616,98.77,Matthias Ernst,https://i.scdn.co/image/ab67616d0000b2733f61e22d1f51294577774741,https://open.spotify.com/album/33h43uZPATiOstZijtregL
347,347,347,To My Heart,0.633,0.771,0.144,0.0749,81.317,YoungBoy Never Broke Again,https://i.scdn.co/image/ab67616d0000b2738bd6e34012a7ab6311050d0c,https://open.spotify.com/album/6MbQdX6OomgQhZU6QCqMKW
348,348,348,No Different,0.867,0.646,0.288,0.303,88.634,Blackstreet,https://i.scdn.co/image/ab67616d0000b27303ca37157b9ceefbe8fe225b,https://open.spotify.com/album/2zGZLQiFl9UubtrVmtIkbi
349,349,349,In My Head,0.499,0.181,0.0429,0.745,111.956,ĆEE,https://i.scdn.co/image/ab67616d0000b27395c8b94a974e44d1b600ad5d,https://open.spotify.com/album/0s6KnB4DxWeIJUpzTxoz2L
350,350,350,Pretty Happy Alone,0.787,0.511,0.0896,0.115,90.538,Able Heart,https://i.scdn.co/image/ab67616d0000b273cc3a980030faef3695fc93ee,https://open.spotify.com/album/6O7mN7j044yXvUdG3q6mDI
351,351,351,Sever Your Faith,0.636,0.765,0.0512,0.00568,164.96,STXRZ,https://i.scdn.co/image/ab67616d0000b2731acdd69c9c7c699a3416d32c,https://open.spotify.com/album/3q6Ulf0dRhKrLd5P3cwfYl
352,352,352,I'm Your Waste of Time,0.834,0.535,0.172,0.603,132.984,Daddy Drwg,https://i.scdn.co/image/ab67616d0000b27314ebce2e62965f97705d2ec1,https://open.spotify.com/album/2xQ8XaYie9Zuh913GCa0PB
353,353,353,SAY THE WORD,0.604,0.817,0.031,0.121,126.966,Nick Smith,https://i.scdn.co/image/ab67616d0000b27382bb88f56a94d826d0603a91,https://open.spotify.com/album/4Pmm7z9aZUxOifop5oDvOJ
354,354,354,FAM,0.841,0.672,0.371,0.0122,157.026,Only The Family,https://i.scdn.co/image/ab67616d0000b2735a150b940ef099e9bea28c55,https://open.spotify.com/album/7HCh4HQHDNZkXphOzb6ugT
355,355,355,You're Coming Over,0.575,0.845,0.035,0.0282,127.997,Chris Young,https://i.scdn.co/image/ab67616d0000b273d7abfda492de2867ed58b4db,https://open.spotify.com/album/7IOSachS7KZNuqRZrPcdD0
356,356,356,Don't Look!,0.575,0.831,0.0356,0.00406,127.991,POORSTACY,https://i.scdn.co/image/ab67616d0000b273de034bbdbe12c86285356121,https://open.spotify.com/album/7e4eCJT5ON1FpJD5Si341e
357,357,357,World Got So Dumb,0.667,0.815,0.0719,0.000779,92.562,Beldon Haigh,https://i.scdn.co/image/ab67616d0000b27304a7b94c4fa25e7b1d1fa01a,https://open.spotify.com/album/3xiAttKqJofyQdLCR75OFs
358,358,358,Nikita,0.632,0.656,0.0277,0.123,86.605,Nikitata,https://i.scdn.co/image/ab67616d0000b2734b50be6866b7da4b1565d2dc,https://open.spotify.com/album/0s6IIJX7DoCrivBPrs8otg
359,359,359,Love From The Other Side,0.81,0.481,0.0342,0.492,114.995,L'Impératrice,https://i.scdn.co/image/ab67616d0000b273a116310abc520be54dc9d73b,https://open.spotify.com/album/7Fbph706oR8vaTPcYYvp9n
360,360,360,Christian Speak (Radio Mix),0.31,0.0102,0.0406,0.995,92.244,Christian Spelz,https://i.scdn.co/image/ab67616d0000b2733e7df7e2f46bc14d5ac92b5b,https://open.spotify.com/album/6ouwfRFcUCky7f2VvoBXay
